Sample #,RandomID,Hair ID,Rapid Genomics ID,Site ID,Week,Check Date,Strand,Sample Quality,DNR ID,Database ID,PIT Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy?,Comments,Address,Latitude,Longitude,,
581,581,86-24,UGA_173101_P007_WE05,HS 067,1,6/12/24,B,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,8,,,,32.43231,-83.45388,,
582,582,87-24,UGA_173101_P007_WF05,HS 027,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,20,,,,32.44472,-83.50545,,
583,583,88-24,UGA_173101_P007_WG05,HS 071,5,7/10/24,B,6 to 10,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,7,2,,,,32.45016,-83.47970,,
584,584,89-24,UGA_173101_P007_WH05,HS 066,7,7/24/24,T,10+,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,7,6,,,,32.42799,-83.46671,,
585,585,90-24,UGA_173101_P007_WA06,HS 043,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,8,,,,32.48799,-83.54105,,
586,586,91-24,UGA_173101_P007_WB06,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,7,,,,32.45800,-83.52334,,
587,587,92-24,UGA_173101_P007_WD06,HS 024,4,7/4/24,B,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,5,,,,32.42724,-83.49291,,
588,588,93-24,UGA_173101_P007_WE06,HS 032,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,5,,,,32.45173,-83.51407,,
589,589,94-24,UGA_173101_P007_WF06,HS 021,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,20,,,,32.41182,-83.50189,,
590,590,95-24,UGA_173101_P007_WG06,HS 008,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,7,5,,,,32.41673,-83.59290,,
591,591,96-24,UGA_173101_P007_WH06,HS 089,6,7/17/24,T,10+,,,,,,2024,7/17/24,Twiggs,CGA,Hair Snare,7,10,,,,32.50342,-83.43740,,
592,592,97-24,UGA_173101_P007_WB07,HS 085,5,7/10/24,T,6 to 10,,,,,,2024,7/10/24,Twiggs,CGA,Hair Snare,7,7,,,,32.50086,-83.50836,,
593,593,98-24,UGA_173101_P007_WC07,HS 032,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,7,,,,32.45173,-83.51407,,
594,594,99-24,UGA_173101_P007_WD07,HS 076,2,6/19/24,B,6 to 10,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,7,6,,,,32.47301,-83.43739,,
595,595,100-24,UGA_173101_P007_WE07,HS 034,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,10,,hog hair?,,32.46086,-83.50418,,
596,596,101-24,UGA_173101_P007_WF07,HS 012,3,6/24/24,T,10+,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,7,18,,,,32.39073,-83.56828,,
597,597,102-24,UGA_173101_P007_WG07,HS 030,5,7/11/24,B,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,12,,,,32.45655,-83.54399,,
598,598,103-24,UGA_173101_P007_WH07,HS 029,4,7/4/24,T,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,4,,,,32.45940,-83.55615,,
599,599,104-24,UGA_173101_P007_WA08,HS 045,4,7/4/24,T,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,5,,,,32.49782,-83.57367,,
600,600,105-24,UGA_173101_P007_WB08,HS 067,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,3,,,,32.43231,-83.45388,,
600,600,105-24,UGA_173101_P007_WC06,HS 067,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,2,,,,32.43231,-83.45388,,
601,601,106-24,UGA_173101_P007_WC08,HS 026,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,4,,,,32.44461,-83.52258,,
602,602,107-24,UGA_173101_P007_WD08,HS 141,5,7/9/24,T,10+,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,7,4,,,,32.61055,-83.42669,,
603,603,108-24,UGA_173101_P007_WE08,HS 027,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,6,,,,32.44472,-83.50545,,
604,604,109-24,UGA_173101_P007_WF08,HS 048,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,15,,,,32.50203,-83.54106,,
605,605,111-24,UGA_173101_P007_WG08,HS 044,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,8,,,,32.48715,-83.51058,,
606,606,112-24,UGA_173101_P007_WH08,HS 042,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,17,,,,32.48712,-83.55912,,
607,607,113-24,UGA_173101_P007_WA09,HS 123,3,6/25/24,T,6 to 10,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,7,5,,,,32.57586,-83.44059,,
608,608,114-24,UGA_173101_P007_WB09,HS 103,5,7/12/24,T,10+,,,,,,2024,7/12/24,Twiggs,CGA,Hair Snare,7,6,,,,32.51699,-83.40767,,
609,609,115-24,UGA_173101_P007_WC09,HS 041,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,10,,,,32.48639,-83.57415,,
610,610,116-24,UGA_173101_P007_WD09,HS 027,1,6/13/24,T,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,10,,,,32.44472,-83.50545,,
611,611,117-24,UGA_173101_P007_WE09,HS 037,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,4,,,,32.47273,-83.53941,,
612,612,118-24,UGA_173101_P007_WF09,HS 032,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,7,,,,32.45173,-83.51407,,
613,613,119-24,UGA_173101_P007_WG09,HS 053,4,7/3/24,T,10+,,,,,,2024,7/3/24,Pulaski,CGA,Hair Snare,7,7,,,,32.34322,-83.48255,,
614,614,120-24,UGA_173101_P007_WH09,HS 083,2,6/19/24,T,10+,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,7,5,,,,32.48451,-83.48462,,
615,615,121-24,UGA_173101_P007_WA10,HS 032,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,5,,,,32.45173,-83.51407,,
616,616,122-24,UGA_173101_P007_WB10,HS 033,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,8,,,,32.45800,-83.52334,,
617,617,123-24,UGA_173101_P007_WC10,HS 030,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,20,,,,32.45655,-83.54399,,
618,618,124-24,UGA_173101_P007_WD10,HS 061,3,6/26/24,T,10+,,,,,,2024,6/26/24,Pulaski,CGA,Hair Snare,7,15,,,,32.38099,-83.49592,,
619,619,125-24,UGA_173101_P007_WE10,HS 026,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,14,,,,32.44461,-83.52258,,
620,620,126-24,UGA_173101_P007_WF10,HS 123,3,6/25/24,T,10+,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,7,10,,,,32.57586,-83.44059,,
621,621,127-24,UGA_173101_P007_WG10,HS 026,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,11,,,,32.44461,-83.52258,,
622,622,128-24,UGA_173101_P007_WH10,HS 024,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,4,,,,32.42724,-83.49291,,
623,623,129-24,UGA_173101_P007_WA11,HS 076,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,7,6,,,,32.47301,-83.43739,,
624,624,130-24,UGA_173101_P007_WB11,HS 009,3,6/24/24,B,6 to 10,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,7,4,,,,32.37993,-83.56075,,
625,625,131-24,UGA_173101_P007_WC11,HS 103,5,7/12/24,T,6 to 10,,,,,,2024,7/12/24,Twiggs,CGA,Hair Snare,7,5,,,,32.51699,-83.40767,,
626,626,132-24,UGA_173101_P007_WD11,HS 031,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,7,4,,,,32.45188,-83.53431,,
627,627,133-24,UGA_173101_P007_WE11,HS 096,6,7/15/24,T,10+,,,,,,2024,7/15/24,Twiggs,CGA,Hair Snare,7,7,,,,32.51902,-83.43392,,
628,628,134-24,UGA_173101_P007_WF11,HS 034,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,16,,,,32.46086,-83.50418,,
628,628,134-24,UGA_173101_P007_WH11,HS 034,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,16,,,,32.46086,-83.50418,,
629,629,135-24,UGA_173101_P007_WG11,HS 008,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,7,13,,,,32.41673,-83.59290,,
630,630,136-24,UGA_173101_P007_WA12,HS 024,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,12,,,,32.42724,-83.49291,,
631,631,137-24,UGA_173101_P007_WB12,HS 038,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,5,,,,32.47396,-83.50776,,
632,632,138-24,UGA_173101_P007_WC12,HS 001,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,7,20,,,,32.38816,-83.67687,,
633,633,139-24,UGA_173101_P007_WD12,HS 012,7,7/22/24,T,10+,,,,,,2024,7/22/24,Houston,CGA,Hair Snare,7,18,,,,32.39073,-83.56828,,
634,634,140-24,UGA_173101_P007_WE12,HS 077,7,7/24/24,T,10+,,,,,,2024,7/24/24,Twiggs,CGA,Hair Snare,7,20,,,,32.48167,-83.46453,,
635,635,141-24,UGA_173101_P007_WF12,HS 036,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,14,,,,32.46896,-83.55585,,
636,636,142-24,UGA_173101_P007_WG12,HS 025,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,18,,,,32.43851,-83.49664,,
637,637,143-24,UGA_173101_P007_WH12,HS 031,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,7,9,,,,32.45188,-83.53431,,
638,638,144-24,UGA_173101_P008_WA01,HS 001,7,7/23/24,B,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,8,10,,,,32.38816,-83.67687,,
639,639,145-24,UGA_173101_P008_WB01,HS 023,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,14,,,,32.41457,-83.48660,,
640,640,146-24,UGA_173101_P008_WC01,HS 120,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,8,11,,,,32.57003,-83.50392,,
640,640,146-24,UGA_173101_P008_WG01,HS 120,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,8,8,,,,32.57003,-83.50392,,
641,641,147-24,UGA_173101_P008_WD01,HS 025,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,18,,,,32.43851,-83.49664,,
642,642,148-24,UGA_173101_P008_WE01,HS 043,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,12,,,,32.48799,-83.54105,,
643,643,149-24,UGA_173101_P008_WF01,HS 096,6,7/15/24,B,10+,,,,,,2024,7/15/24,Twiggs,CGA,Hair Snare,8,16,,,,32.51902,-83.43392,,
644,644,150-24,UGA_173101_P008_WH01,HS 077,5,7/9/24,T,6 to 10,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,8,6,,,,32.48167,-83.46453,,
645,645,151-24,UGA_173101_P008_WA02,HS 012,3,6/24/24,T,10+,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,8,13,,,,32.39073,-83.56828,,
646,646,152-24,UGA_173101_P008_WB02,HS 065,2,6/19/24,T,6 to 10,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,8,8,,,,32.42075,-83.45467,,
647,647,153-24,UGA_173101_P008_WC02,HS 110,1,6/10/24,T,10+,,,,,,2024,6/10/24,Twiggs,CGA,Hair Snare,8,11,,,,32.54697,-83.47593,,
648,648,154-24,UGA_173101_P008_WD02,HS 048,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,17,,,,32.50203,-83.54106,,
649,649,155-24,UGA_173101_P008_WE02,HS 030,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,7,,,,32.45655,-83.54399,,
650,650,156-24,UGA_173101_P008_WF02,HS 045,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,9,,,,32.49782,-83.57367,,
651,651,157-24,UGA_173101_P008_WG02,HS 085,3,6/26/24,T,10+,,,,,,2024,6/26/24,Twiggs,CGA,Hair Snare,8,5,,,,32.50086,-83.50836,,
652,652,158-24,UGA_173101_P008_WH02,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,20,,,,32.45655,-83.54399,,
653,653,159-24,UGA_173101_P008_WB03,HS 021,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,10,,,,32.41182,-83.50189,,
654,654,160-24,UGA_173101_P008_WC03,HS 032,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,20,,,,32.45173,-83.51407,,
655,655,161-24,UGA_173101_P008_WD03,HS 105,2,6/21/24,T,10+,,,,,,2024,6/21/24,Twiggs,CGA,Hair Snare,8,20,,,,32.53205,-83.40229,,
656,656,162-24,UGA_173101_P008_WE03,HS 047,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,17,,,,32.49640,-83.55613,,
657,657,163-24,UGA_173101_P008_WF03,HS 048,5,7/11/24,B,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,16,,,,32.50203,-83.54106,,
658,658,164-24,UGA_173101_P008_WG03,HS 071,5,7/10/24,T,6 to 10,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,8,5,,,,32.45016,-83.47970,,
659,659,165-24,UGA_173101_P008_WH03,HS 030,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,11,,,,32.45655,-83.54399,,
660,660,166-24,UGA_173101_P008_WA03,HS 027,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,15,,,,32.44472,-83.50545,,
660,660,166-24,UGA_173101_P008_WA04,HS 027,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,17,,,,32.44472,-83.50545,,
661,661,167-24,UGA_173101_P008_WB04,HS 048,5,7/11/24,B,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,10,,,,32.50203,-83.54106,,
662,662,168-24,UGA_173101_P008_WC04,HS 046,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,7,,,,32.50079,-83.56544,,
663,663,169-24,UGA_173101_P008_WD04,HS 027,2,6/20/24,B,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,11,,,,32.44472,-83.50545,,
664,664,170-24,UGA_173101_P008_WE04,HS 025,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,12,,,,32.43851,-83.49664,,
665,665,171-24,UGA_173101_P008_WF04,HS 061,3,6/26/24,T,10+,,,,,,2024,6/26/24,Pulaski,CGA,Hair Snare,8,8,,,,32.38099,-83.49592,,
666,666,172-24,UGA_173101_P008_WG04,HS 077,3,6/26/24,B,6 to 10,,,,,,2024,6/26/24,Twiggs,CGA,Hair Snare,8,7,,,,32.48167,-83.46453,,
667,667,173-24,UGA_173101_P008_WH04,HS 076,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,8,5,,,,32.47301,-83.43739,,
668,668,174-24,UGA_173101_P008_WA05,HS 025,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,10,,,,32.43851,-83.49664,,
669,669,175-24,UGA_173101_P008_WB05,HS 032,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,5,,,,32.45173,-83.51407,,
670,670,176-24,UGA_173101_P008_WC05,HS 086,4,7/3/24,T,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,8,20,,,,32.50180,-83.48859,,
671,671,177-24,UGA_173101_P008_WD05,HS 030,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,14,,,,32.45655,-83.54399,,
672,672,178-24,UGA_173101_P008_WE05,HS 029,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,20,,,,32.45940,-83.55615,,
673,673,179-24,UGA_173101_P008_WF05,HS 031,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,9,,,,32.45188,-83.53431,,
674,674,180-24,UGA_173101_P008_WG05,HS 032,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,20,,,,32.45173,-83.51407,,
675,675,181-24,UGA_173101_P008_WH05,HS 042,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,8,20,,,,32.48712,-83.55912,,
676,676,182-24,UGA_173101_P008_WA06,HS 066,5,7/10/24,B,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,8,20,,,,32.42799,-83.46671,,
677,677,183-24,UGA_173101_P008_WB06,HS 050,1,6/13/24,T,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,11,,,,32.50752,-83.55628,,
678,678,184-24,UGA_173101_P008_WC06,HS 061,3,6/26/24,B,6 to 10,,,,,,2024,6/26/24,Pulaski,CGA,Hair Snare,8,8,,,,32.38099,-83.49592,,
679,679,185-24,UGA_173101_P008_WD06,HS 001,7,7/23/24,B,6 to 10,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,8,9,,,,32.38816,-83.67687,,
680,680,186-24,UGA_173101_P008_WE06,HS 011,3,6/24/24,B,10+,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,8,20,,,,32.38745,-83.57877,,
681,681,187-24,UGA_173101_P008_WF06,HS 027,2,6/20/24,B,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,9,,,,32.44472,-83.50545,,
682,682,188-24,UGA_173101_P008_WG06,HS 065,7,7/24/24,B,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,8,8,,,,32.42075,-83.45467,,
683,683,189-24,UGA_173101_P008_WH06,HS 031,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,7,,,,32.45188,-83.53431,,
684,684,190-24,UGA_173101_P008_WA07,HS 139,2,6/18/24,T,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,8,10,,,,32.54836,-83.40818,,
685,685,191-24,UGA_173101_P008_WB07,HS 077,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Twiggs,CGA,Hair Snare,8,10,,,,32.48167,-83.46453,,
686,686,192-24,UGA_173101_P008_WC07,HS 120,5,7/8/24,B,6 to 10,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,8,20,,,,32.57003,-83.50392,,
687,687,193-24,UGA_173101_P008_WD07,HS 089,6,7/17/24,T,6 to 10,,,,,,2024,7/17/24,Twiggs,CGA,Hair Snare,8,11,,,,32.50342,-83.43740,,
688,688,194-24,UGA_173101_P008_WE07,HS 014,2,6/18/24,T,10+,,,,,,2024,6/18/24,Houston,CGA,Hair Snare,8,19,,,,32.39055,-83.53642,,
689,689,195-24,UGA_173101_P008_WF07,HS 037,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,11,,,,32.47273,-83.53941,,
690,690,196-24,UGA_173101_P008_WG07,HS 028,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,20,,,,32.45919,-83.57036,,
691,691,197-24,UGA_173101_P008_WH07,HS 028,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,8,,,,32.45919,-83.57036,,
692,692,198-24,UGA_173101_P008_WB08,HS 044,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,9,,,,32.48715,-83.51058,,
693,693,199-24,UGA_173101_P008_WC08,HS 065,2,6/19/24,T,6 to 10,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,8,11,,,,32.42075,-83.45467,,
694,694,200-24,UGA_173101_P008_WD08,HS 031,5,7/11/24,B,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,20,,,,32.45188,-83.53431,,
695,695,201-24,UGA_173101_P008_WE08,HS 046,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,8,20,,,,32.50079,-83.56544,,
696,696,202-24,UGA_173101_P008_WF08,HS 139,3,6/25/24,B,10+,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,8,20,,,,32.54836,-83.40818,,
697,697,203-24,UGA_173101_P008_WH08,HS 035,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,14,,,,32.47084,-83.57342,,
698,698,204-24,UGA_173101_P008_WA09,HS 045,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,16,,,,32.49782,-83.57367,,
699,699,205-24,UGA_173101_P008_WB09,HS 123,6,7/16/24,T,6 to 10,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,8,13,,,,32.57586,-83.44059,,
700,700,206-24,UGA_173101_P008_WC09,HS 083,2,6/19/24,B,10+,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,8,20,,,,32.48451,-83.48462,,
701,701,207-24,UGA_173101_P008_WD09,HS 130,3,6/28/24,T,10+,,,,,,2024,6/28/24,Twiggs,CGA,Hair Snare,8,20,,,,32.61567,-83.50919,,
702,702,208-24,UGA_173101_P008_WE09,HS 005,2,6/18/24,B,6 to 10,,,,,,2024,6/18/24,Houston,CGA,Hair Snare,8,5,,,,32.40774,-83.62762,,
703,703,209-24,UGA_173101_P008_WF09,HS 103,5,7/12/24,T,10+,,,,,,2024,7/12/24,Twiggs,CGA,Hair Snare,8,15,,,,32.51699,-83.40767,,
704,704,210-24,UGA_173101_P008_WG09,HS 035,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,20,,,,32.47084,-83.57342,,
705,705,211-24,UGA_173101_P008_WH09,HS 032,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,14,,,,32.45173,-83.51407,,
706,706,212-24,UGA_173101_P008_WA10,HS 116,4,7/1/24,T,10+,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,8,15,,,,32.55930,-83.45468,,
706,706,212-24,UGA_173101_P008_WG08,HS 116,4,7/1/24,T,10+,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,8,20,,,,32.55930,-83.45468,,
707,707,213-24,UGA_173101_P008_WB10,HS 024,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,20,,,,32.42724,-83.49291,,
708,708,214-24,UGA_173101_P008_WC10,HS 123,2,6/18/24,B,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,8,8,,,,32.57586,-83.44059,,
709,709,215-24,UGA_173101_P008_WD10,HS 045,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,15,,,,32.49782,-83.57367,,
710,710,216-24,UGA_173101_P008_WE10,HS 049,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,20,,,,32.49703,-83.52477,,
711,711,217-24,UGA_173101_P008_WF10,HS 031,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,5,,,,32.45188,-83.53431,,
712,712,218-24,UGA_173101_P008_WG10,HS 137,4,7/1/24,T,6 to 10,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,8,10,,,,32.53880,-83.45134,,
713,713,219-24,UGA_173101_P008_WC11,HS 003,4,7/2/24,B,10+,,,,,,2024,7/2/24,Houston,CGA,Hair Snare,8,20,,,,32.40127,-83.66947,,
713,713,219-24,UGA_173101_P008_WH10,HS 003,4,7/2/24,B,10+,,,,,,2024,7/2/24,Houston,CGA,Hair Snare,8,20,,,,32.40127,-83.66947,,
714,714,220-24,UGA_173101_P008_WA11,HS 141,2,6/18/24,T,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,8,9,,,,32.61055,-83.42669,,
715,715,221-24,UGA_173101_P008_WB11,HS 042,4,7/4/24,B,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,8,11,,,,32.48712,-83.55912,,
716,716,222-24,UGA_173101_P008_WD11,HS 071,5,7/10/24,T,6 to 10,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,8,7,,,,32.45016,-83.47970,,
717,717,223-24,UGA_173101_P008_WE11,HS 025,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,8,14,,,,32.43851,-83.49664,,
718,718,224-24,UGA_173101_P008_WF11,HS 025,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,8,20,,,,32.43851,-83.49664,,
719,719,225-24,UGA_173101_P008_WG11,HS 077,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Twiggs,CGA,Hair Snare,8,15,,,,32.48167,-83.46453,,
720,720,226-24,UGA_173101_P008_WH11,HS 026,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,8,11,,,,32.44461,-83.52258,,
721,721,227-24,UGA_173101_P008_WA12,HS 080,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,8,20,,,,32.42161,-83.43471,,
722,722,228-24,UGA_173101_P008_WB12,HS 051,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,8,7,,,,32.50791,-83.54721,,
723,723,229-24,UGA_173101_P008_WC12,HS 123,6,7/16/24,B,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,8,13,,,,32.57586,-83.44059,,
724,724,230-24,UGA_173101_P008_WD12,HS 120,5,7/8/24,T,6 to 10,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,8,10,,,,32.57003,-83.50392,,
725,725,231-24,UGA_173101_P008_WE12,HS 025,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,8,12,,,,32.43851,-83.49664,,
726,726,232-24,UGA_173101_P008_WF12,HS 086,4,7/3/24,B,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,8,20,,,,32.50180,-83.48859,,
